Order ID,Order Date,Order Priority,Order Quantity,Sales,Ship Mode,Shipping Cost,Province,Customer Segment,Product Category,Product Sub-Category,Product Container,Ship Date
41895,1/10/2011,Critical,8,27663.92,Regular Air,24.49,British Columbia,Consumer,Technology,Copiers and Fax,Large Box,1/12/2011
46113,12/2/2009,Not Specified,18,2567.13,Express Air,24.49,Saskachewan,Small Business,Furniture,Office Furnishings,Large Box,12/3/2009
18596,10/2/2012,Low,32,416.8,Regular Air,0.5,Alberta,Small Business,Office Supplies,Labels,Small Box,10/4/2012
14978,5/27/2010,Critical,14,12043.88,Delivery Truck,44.55,Saskachewan,Corporate,Furniture,Bookcases,Jumbo Box,5/28/2010
36705,6/25/2009,Not Specified,17,1032.072,Delivery Truck,89.3,Ontario,Small Business,Furniture,Tables,Jumbo Box,6/25/2009
774,12/3/2011,Critical,17,126.57,Regular Air,49,Alberta,Small Business,Office Supplies,Appliances,Large Box,12/5/2011
50432,6/7/2009,Low,45,2494.92,Regular Air,14.3,New Brunswick,Small Business,Office Supplies,Paper,Small Box,6/9/2009
28832,9/24/2010,Medium,45,98.64,Regular Air,1.49,Yukon,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,9/26/2010
35782,8/5/2011,Low,13,1330.73,Delivery Truck,41.64,Manitoba,Corporate,Furniture,Tables,Jumbo Box,8/10/2011
38723,9/20/2012,Critical,9,169.27,Regular Air,4,Ontario,Home Office,Technology,Computer Peripherals,Small Box,9/21/2012
14535,10/1/2010,Not Specified,22,245.96,Regular Air,5.03,British Columbia,Consumer,Office Supplies,Storage & Organization,Small Box,10/2/2010
26660,3/18/2012,Medium,1,10.23,Regular Air,2.01,Quebec,Home Office,Office Supplies,Paper,Wrap Bag,3/18/2012
34913,11/22/2011,Medium,15,107.63,Regular Air,5.48,Saskachewan,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,11/24/2011
35425,3/28/2010,Not Specified,25,100.34,Regular Air,5.47,Saskachewan,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,3/30/2010
32929,5/2/2011,Low,13,152.14,Regular Air,4.81,New Brunswick,Corporate,Office Supplies,Storage & Organization,Small Box,5/7/2011
11843,7/17/2009,Medium,42,4993.42,Delivery Truck,56.14,Yukon,Consumer,Technology,Office Machines,Jumbo Box,7/19/2009
54436,9/19/2009,High,37,321.3,Regular Air,2.83,Manitoba,Corporate,Technology,Computer Peripherals,Small Pack,9/20/2009
40512,9/17/2010,Medium,41,405.83,Regular Air,1.39,Saskachewan,Home Office,Office Supplies,Envelopes,Small Box,9/18/2010
3845,4/25/2012,Critical,15,123.91,Regular Air,0.96,Alberta,Consumer,Furniture,Office Furnishings,Wrap Bag,4/26/2012
24710,9/30/2010,Low,3,22.06,Regular Air,7.44,Ontario,Consumer,Office Supplies,Paper,Small Box,10/4/2010
31938,7/27/2011,Medium,13,1193.62,Delivery Truck,42,British Columbia,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,7/28/2011
31364,5/1/2009,Not Specified,2,789.01,Regular Air,11.37,Northwest Territories,Corporate,Office Supplies,Storage & Organization,Small Box,5/1/2009
49634,3/23/2012,Not Specified,39,403.73,Regular Air,4.5,Nova Scotia,Consumer,Office Supplies,Appliances,Small Box,3/24/2012
20704,2/10/2010,Low,38,15655.24,Regular Air,19.99,Saskachewan,Home Office,Office Supplies,Storage & Organization,Small Box,2/15/2010
965,5/14/2011,Low,42,11230.25,Delivery Truck,35.67,Ontario,Corporate,Furniture,Tables,Jumbo Box,5/21/2011
2912,3/11/2012,Low,9,507.98,Express Air,4.86,Ontario,Corporate,Office Supplies,Paper,Small Box,3/18/2012
50977,6/11/2012,Low,1,34.09,Express Air,9.03,British Columbia,Consumer,Office Supplies,Paper,Small Box,6/11/2012
42528,2/23/2010,Medium,37,1356.45,Regular Air,19.99,Nova Scotia,Consumer,Office Supplies,Paper,Small Box,2/25/2010
50209,9/10/2010,High,2,53.3,Regular Air,11.52,New Brunswick,Consumer,Office Supplies,Storage & Organization,Small Box,9/11/2010
50051,10/4/2009,Medium,4,185.15,Regular Air,34.2,Ontario,Corporate,Furniture,Office Furnishings,Wrap Bag,10/6/2009
23586,1/14/2010,Medium,32,210.9,Regular Air,5.74,Saskachewan,Small Business,Office Supplies,Paper,Small Box,1/17/2010
34691,1/14/2009,Critical,23,7202.94,Delivery Truck,26.53,Ontario,Small Business,Technology,Office Machines,Jumbo Drum,1/14/2009
53728,10/22/2011,High,27,1502.66,Regular Air,1.49,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,10/23/2011
56261,2/27/2012,Critical,43,16886.76,Delivery Truck,85.63,British Columbia,Consumer,Furniture,Tables,Jumbo Box,2/29/2012
32420,7/29/2009,Medium,35,175.08,Regular Air,5.14,Nova Scotia,Consumer,Technology,Computer Peripherals,Small Pack,7/31/2009
2659,12/17/2010,Not Specified,50,881.65,Regular Air,9.03,Alberta,Corporate,Office Supplies,Paper,Small Box,12/19/2010
21220,12/22/2012,Not Specified,4,476.31,Delivery Truck,26.3,Saskachewan,Home Office,Technology,Office Machines,Jumbo Drum,12/25/2012
11908,5/25/2010,Not Specified,5,1386.6,Delivery Truck,57,Manitoba,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,5/27/2010
49921,2/17/2011,Low,1,18.15,Regular Air,6.13,Northwest Territories,Small Business,Office Supplies,Storage & Organization,Small Box,2/19/2011
27904,9/3/2011,High,8,460.5895,Regular Air,8.99,British Columbia,Consumer,Technology,Telephones and Communication,Small Box,9/4/2011
37445,2/18/2012,High,37,2180.23,Regular Air,3.5,British Columbia,Corporate,Office Supplies,Appliances,Small Box,2/19/2012
41189,7/14/2009,Low,30,189.04,Regular Air,1.34,Alberta,Consumer,Office Supplies,Paper,Wrap Bag,7/19/2009
39846,2/27/2009,Low,10,1372.14,Delivery Truck,54.74,Saskachewan,Corporate,Furniture,Bookcases,Jumbo Box,3/6/2009
6695,6/27/2012,Low,49,295.24,Express Air,8.49,Nova Scotia,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,6/27/2012
13764,7/13/2011,Medium,31,123.93,Regular Air,0.94,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,7/14/2011
30754,11/25/2010,Low,20,4108.17,Regular Air,69,Quebec,Home Office,Furniture,Tables,Large Box,11/29/2010
23303,6/20/2009,Not Specified,39,238.49,Regular Air,6.22,Quebec,Consumer,Office Supplies,Paper,Small Box,6/22/2009
24007,8/26/2010,Low,26,531.66,Regular Air,1.99,Northwest Territories,Home Office,Technology,Computer Peripherals,Small Pack,9/2/2010
40934,11/13/2011,Not Specified,11,404.1495,Regular Air,4.99,Quebec,Home Office,Technology,Telephones and Communication,Small Box,11/15/2011
51687,9/11/2011,Low,42,248.92,Regular Air,5.3,Saskachewan,Small Business,Office Supplies,Envelopes,Small Box,9/13/2011
35877,5/25/2010,High,30,129.71,Regular Air,5.68,Ontario,Corporate,Office Supplies,Paper,Small Box,5/28/2010
25091,2/19/2010,Medium,4,156.97,Regular Air,14.72,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,2/22/2010
56327,1/11/2010,Medium,42,1767.47,Regular Air,17.48,Alberta,Small Business,Office Supplies,Paper,Small Box,1/12/2010
6788,8/4/2011,Not Specified,41,127.84,Express Air,0.96,Yukon,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,8/6/2011
18887,12/5/2010,Not Specified,9,173.417,Regular Air,0.99,Northwest Territories,Corporate,Technology,Telephones and Communication,Wrap Bag,12/7/2010
9383,3/16/2009,Not Specified,11,82.42,Regular Air,4,Saskachewan,Corporate,Furniture,Office Furnishings,Wrap Bag,3/18/2009
58784,1/18/2009,Medium,12,141.9,Regular Air,5.72,Saskachewan,Corporate,Office Supplies,Envelopes,Small Box,1/19/2009
55686,3/25/2011,Critical,26,423.14,Regular Air,4,Saskachewan,Corporate,Technology,Computer Peripherals,Small Box,3/27/2011
6753,9/26/2010,Low,7,53.14,Regular Air,4.95,Yukon,Small Business,Furniture,Office Furnishings,Small Pack,9/28/2010
55139,1/17/2010,Not Specified,26,85.71,Regular Air,0.98,Nova Scotia,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,1/18/2010
15619,6/28/2011,Low,9,1425.21,Delivery Truck,30,Nova Scotia,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,7/5/2011
59015,5/26/2012,Medium,32,1662.33,Regular Air,5.81,Ontario,Small Business,Office Supplies,Paper,Small Box,5/28/2012
52102,9/12/2010,Medium,8,104.27,Regular Air,5.81,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,9/12/2010
58182,2/20/2009,High,24,479.13,Express Air,6.15,Manitoba,Corporate,Furniture,Office Furnishings,Small Pack,2/22/2009
44995,8/6/2009,High,46,1219.2485,Regular Air,8.59,Alberta,Home Office,Technology,Telephones and Communication,Medium Box,8/7/2009
51395,6/9/2010,Low,10,51.65,Regular Air,5.49,Ontario,Corporate,Office Supplies,Paper,Small Box,6/13/2010
43424,8/18/2011,Not Specified,34,772.56,Express Air,4.5,Ontario,Home Office,Office Supplies,Appliances,Small Box,8/20/2011
12448,11/8/2011,Critical,24,6802.37,Delivery Truck,69.55,Quebec,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,11/9/2011
28742,4/29/2012,Low,35,587.92,Regular Air,6.25,Saskachewan,Corporate,Office Supplies,Storage & Organization,Small Box,4/29/2012
41542,9/26/2009,High,47,6181.48,Delivery Truck,51.94,Manitoba,Corporate,Furniture,Tables,Jumbo Box,9/27/2009
56610,3/7/2010,Medium,20,857.95,Express Air,4,Nova Scotia,Consumer,Technology,Computer Peripherals,Small Box,3/7/2010
39938,6/10/2012,High,5,169.27,Regular Air,8.99,Yukon,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,6/11/2012
23232,4/16/2010,High,15,614.15,Express Air,7.12,Manitoba,Home Office,Technology,Computer Peripherals,Small Box,4/17/2010
49344,12/30/2012,Low,1,803.33,Regular Air,24.49,Saskachewan,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Medium Box,12/30/2012
25952,9/4/2010,High,50,2864.1005,Regular Air,8.99,Yukon,Home Office,Technology,Telephones and Communication,Small Box,9/5/2010
51652,4/9/2011,Not Specified,38,4992.63,Express Air,19.99,Manitoba,Home Office,Office Supplies,Storage & Organization,Small Box,4/10/2011
29506,6/14/2011,Critical,8,16.35,Regular Air,1.49,Quebec,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,6/15/2011
38176,8/15/2010,High,39,231.08,Express Air,5.57,New Brunswick,Corporate,Office Supplies,Paper,Small Box,8/16/2010
31040,9/14/2010,Not Specified,19,545.71,Regular Air,6.64,Quebec,Corporate,Office Supplies,Storage & Organization,Small Box,9/16/2010
30947,7/14/2010,Low,45,345.2,Regular Air,0.49,Northwest Territories,Corporate,Office Supplies,Labels,Small Box,7/18/2010
14247,8/16/2011,Critical,4,14.75,Regular Air,1.35,Ontario,Home Office,Office Supplies,Rubber Bands,Wrap Bag,8/18/2011
27680,1/26/2010,Critical,19,137.02,Regular Air,6.6,Northwest Territories,Small Business,Office Supplies,Paper,Small Box,1/27/2010
22465,7/21/2012,Not Specified,4,1121.78,Delivery Truck,50,Yukon,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,7/22/2012
56869,7/23/2010,Low,10,842.19,Regular Air,4.5,British Columbia,Consumer,Office Supplies,Appliances,Small Box,7/25/2010
36452,4/5/2009,High,26,564.98,Regular Air,15.1,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,4/6/2009
26759,1/25/2012,Not Specified,30,251.11,Regular Air,4.71,Ontario,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,1/27/2012
39745,5/4/2011,Not Specified,8,955.29,Delivery Truck,56.14,British Columbia,Corporate,Technology,Office Machines,Jumbo Drum,5/5/2011
38437,5/8/2012,Critical,19,4201.47,Delivery Truck,52.2,Ontario,Small Business,Furniture,Tables,Jumbo Box,5/9/2012
11236,10/30/2010,High,4,1629.75,Regular Air,11.37,Quebec,Small Business,Office Supplies,Storage & Organization,Small Box,11/1/2010
55846,7/20/2009,Not Specified,30,221.05,Regular Air,6.05,Alberta,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,7/20/2009
14823,2/12/2009,Low,20,124.84,Regular Air,1.56,Ontario,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,2/12/2009
54786,1/11/2012,Not Specified,30,380.28,Regular Air,4.51,Saskachewan,Home Office,Office Supplies,Storage & Organization,Small Box,1/13/2012
27300,9/30/2012,Not Specified,27,55.68,Regular Air,0.7,Ontario,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,9/30/2012
56548,9/5/2012,Medium,7,1339.024,Delivery Truck,69.64,Saskachewan,Small Business,Furniture,Tables,Jumbo Box,9/7/2012
57827,7/2/2009,Medium,24,2453.3,Delivery Truck,35.84,Alberta,Home Office,Furniture,Bookcases,Jumbo Box,7/4/2009
43588,9/1/2012,Medium,6,20.47,Regular Air,1.09,Ontario,Home Office,Office Supplies,Paper,Wrap Bag,9/2/2012
11840,8/14/2009,Critical,43,181.5,Regular Air,2.5,Alberta,Consumer,Office Supplies,Envelopes,Small Box,8/15/2009
43875,12/7/2011,Critical,17,2573.92,Delivery Truck,143.71,Ontario,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,12/9/2011
34754,6/4/2012,Critical,16,623.35,Regular Air,5.08,New Brunswick,Home Office,Office Supplies,Paper,Wrap Bag,6/6/2012
52039,8/2/2012,Critical,48,2006.38,Regular Air,1.99,Quebec,Corporate,Technology,Computer Peripherals,Small Pack,8/4/2012
10435,8/10/2010,Medium,46,537.87,Regular Air,7.95,Prince Edward Island,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,8/11/2010
55623,10/5/2012,Critical,47,10348.73,Delivery Truck,32.48,Manitoba,Corporate,Furniture,Tables,Jumbo Box,10/6/2012
22727,7/3/2011,Not Specified,45,296.82,Regular Air,6.65,Saskachewan,Corporate,Office Supplies,Paper,Small Box,7/3/2011
51424,1/9/2012,Not Specified,5,88.94,Regular Air,7.04,Alberta,Home Office,Office Supplies,Storage & Organization,Small Box,1/11/2012
31330,6/1/2010,High,38,540.64,Regular Air,5.5,Saskachewan,Corporate,Office Supplies,Storage & Organization,Small Box,6/2/2010
8646,4/9/2009,High,41,14377.78,Delivery Truck,39,Manitoba,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,4/11/2009
40098,2/5/2012,Low,46,557.35,Regular Air,7.19,Yukon,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,2/7/2012
41472,1/23/2010,Low,48,280.87,Express Air,7.57,Quebec,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,1/30/2010
34243,2/11/2011,High,40,297.34,Express Air,11.15,British Columbia,Home Office,Office Supplies,Paper,Small Box,2/12/2011
4896,8/21/2012,Critical,25,831.52,Regular Air,1.99,Nova Scotia,Small Business,Technology,Computer Peripherals,Small Pack,8/21/2012
40321,6/23/2010,High,18,740.49,Regular Air,6.22,Saskachewan,Consumer,Office Supplies,Storage & Organization,Small Box,6/24/2010
26145,7/4/2011,Low,49,510.15,Regular Air,12.52,Ontario,Corporate,Furniture,Office Furnishings,Small Box,7/4/2011
28805,4/2/2011,Medium,4,25.52,Regular Air,1.49,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,4/4/2011
56103,12/26/2010,High,24,2332.5955,Regular Air,5.92,Saskachewan,Corporate,Technology,Telephones and Communication,Small Box,12/28/2010
21414,5/4/2011,Critical,43,103.6,Express Air,1.92,Ontario,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,5/4/2011
51073,5/14/2010,Not Specified,49,1610.42,Regular Air,3.92,British Columbia,Corporate,Furniture,Office Furnishings,Small Pack,5/15/2010
33797,1/11/2009,Not Specified,18,216.87,Regular Air,5.01,Quebec,Small Business,Office Supplies,Paper,Small Box,1/11/2009
54115,1/7/2012,Low,24,114.17,Regular Air,5.15,Manitoba,Corporate,Office Supplies,Appliances,Small Box,1/12/2012
44836,9/11/2009,Medium,21,125.79,Regular Air,1.49,British Columbia,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,9/12/2009
10851,4/6/2009,High,14,570.5285,Express Air,4.99,Ontario,Consumer,Technology,Telephones and Communication,Small Box,4/7/2009
1762,8/19/2009,Not Specified,29,857.11,Regular Air,1.99,Alberta,Home Office,Technology,Computer Peripherals,Small Pack,8/21/2009
37125,1/14/2010,High,46,72.18,Regular Air,0.7,British Columbia,Consumer,Office Supplies,Rubber Bands,Wrap Bag,1/15/2010
4737,3/10/2010,Not Specified,49,314.21,Regular Air,3.04,Saskachewan,Corporate,Office Supplies,Paper,Wrap Bag,3/11/2010
40225,1/9/2011,Low,50,839.07,Regular Air,5.08,Saskachewan,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,1/16/2011
29408,5/2/2010,Not Specified,44,4260.73,Delivery Truck,56.14,British Columbia,Home Office,Technology,Office Machines,Jumbo Box,5/3/2010
40833,7/15/2010,Low,48,2688.0825,Regular Air,2.5,Quebec,Home Office,Technology,Telephones and Communication,Small Box,7/24/2010
19143,11/4/2012,High,3,2421.02,Delivery Truck,16.06,Yukon,Home Office,Technology,Office Machines,Jumbo Drum,11/5/2012
41122,2/21/2010,Not Specified,29,61.22,Express Air,4.08,Ontario,Home Office,Furniture,Office Furnishings,Small Pack,2/23/2010
26688,8/18/2010,Medium,21,424.13,Regular Air,3.99,Alberta,Home Office,Office Supplies,Appliances,Small Box,8/20/2010
8257,3/22/2009,Low,5,22.77,Regular Air,1.6,Nova Scotia,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,3/29/2009
15618,8/4/2010,Medium,44,792.8,Regular Air,9.54,Prince Edward Island,Consumer,Office Supplies,Paper,Small Box,8/6/2010
28420,9/24/2009,Low,2,45.64,Express Air,1.39,Ontario,Corporate,Office Supplies,Envelopes,Small Box,9/24/2009
6916,6/4/2010,Low,40,436.17,Express Air,7.46,Nunavut,Consumer,Office Supplies,Storage & Organization,Small Box,6/8/2010
34691,1/14/2009,Critical,13,245.82,Express Air,9.54,Ontario,Small Business,Office Supplies,Paper,Small Box,1/16/2009
41255,10/18/2009,Low,22,1333.19,Regular Air,12.23,Alberta,Corporate,Furniture,Office Furnishings,Medium Box,10/25/2009
8807,2/25/2010,Low,19,428.14,Regular Air,11.54,Nova Scotia,Consumer,Office Supplies,Paper,Small Box,2/27/2010
26913,9/29/2009,High,11,642.9145,Regular Air,8.99,Saskachewan,Consumer,Technology,Telephones and Communication,Small Box,10/1/2009
42820,2/16/2010,Low,27,141.56,Regular Air,2.99,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,2/23/2010
22529,5/7/2010,Medium,28,1623.09,Regular Air,13.22,Quebec,Home Office,Office Supplies,Appliances,Small Box,5/7/2010
3746,9/10/2009,Not Specified,14,1463.0965,Regular Air,2.5,Alberta,Corporate,Technology,Telephones and Communication,Small Box,9/10/2009
35265,11/29/2010,Not Specified,2,24.53,Regular Air,5.76,Manitoba,Small Business,Technology,Office Machines,Medium Box,12/1/2010
50278,5/25/2010,High,2,51.21,Regular Air,8.83,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,5/25/2010
32737,10/28/2009,High,14,367.11,Regular Air,1.49,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,10/30/2009
28581,12/7/2011,Medium,1,36.4,Regular Air,12.98,Quebec,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,12/9/2011
32999,4/14/2009,Low,14,1386.65,Delivery Truck,35.84,Newfoundland,Home Office,Furniture,Bookcases,Jumbo Box,4/19/2009
15621,9/24/2011,Critical,18,35.51,Express Air,1.57,British Columbia,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,9/25/2011
1702,5/6/2011,High,23,67.24,Regular Air,0.93,Nunavut,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,5/7/2011
51943,4/24/2009,High,28,140.02,Regular Air,0.5,Quebec,Home Office,Office Supplies,Labels,Small Box,4/27/2009
16164,1/3/2012,Low,26,69.38,Regular Air,4.28,British Columbia,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,1/10/2012
24960,1/27/2011,High,37,1436.94,Regular Air,5.08,Ontario,Small Business,Office Supplies,Paper,Wrap Bag,1/28/2011
33152,11/21/2010,Critical,19,2569.6265,Regular Air,8.99,Quebec,Corporate,Technology,Telephones and Communication,Small Box,11/23/2010
59973,11/15/2011,Low,30,4982.944,Delivery Truck,29.1,Saskachewan,Small Business,Furniture,Tables,Jumbo Box,11/19/2011
8033,4/24/2012,High,27,118.18,Regular Air,6.89,Ontario,Small Business,Office Supplies,Appliances,Small Box,4/25/2012
40132,2/23/2012,Low,26,1363,Delivery Truck,14.19,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,2/29/2012
2147,9/5/2012,Not Specified,15,605.1,Express Air,5.33,Manitoba,Home Office,Office Supplies,Appliances,Small Box,9/7/2012
57381,8/7/2009,High,13,515.23,Regular Air,2.99,British Columbia,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,8/8/2009
39235,7/14/2010,Medium,34,801.98,Regular Air,13.99,British Columbia,Corporate,Office Supplies,Appliances,Medium Box,7/16/2010
48994,10/22/2010,Not Specified,6,1086.39,Regular Air,35,Newfoundland,Consumer,Office Supplies,Storage & Organization,Large Box,10/24/2010
14211,2/12/2009,Not Specified,14,2367.99,Regular Air,11.87,Ontario,Home Office,Office Supplies,Storage & Organization,Small Box,2/14/2009
50950,12/30/2012,Not Specified,6,391.12,Delivery Truck,30,British Columbia,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,12/30/2012
35590,12/2/2012,Critical,4,423.95,Regular Air,19.99,Manitoba,Small Business,Technology,Computer Peripherals,Small Box,12/3/2012
22820,8/17/2010,High,34,209.12,Regular Air,4.38,Ontario,Consumer,Technology,Computer Peripherals,Small Pack,8/19/2010
7840,1/8/2011,Low,34,157.56,Regular Air,4.93,Yukon,Consumer,Technology,Computer Peripherals,Small Pack,1/12/2011
23619,12/21/2012,Medium,48,2611.8035,Regular Air,5.92,Nova Scotia,Small Business,Technology,Telephones and Communication,Small Box,12/24/2012
53027,10/26/2010,Low,38,1323.31,Regular Air,14.72,Alberta,Home Office,Office Supplies,Envelopes,Small Box,10/26/2010
18945,1/17/2009,Medium,33,528.54,Regular Air,1.99,New Brunswick,Corporate,Technology,Computer Peripherals,Small Pack,1/19/2009
52640,1/1/2011,Medium,18,1163.75,Express Air,19.99,Manitoba,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,1/4/2011
9639,9/5/2010,Not Specified,23,2610.894,Regular Air,5.63,Alberta,Corporate,Technology,Telephones and Communication,Small Box,9/5/2010
43398,4/24/2011,Not Specified,10,1600.85,Delivery Truck,60,Manitoba,Corporate,Furniture,Tables,Jumbo Drum,4/25/2011
25476,10/2/2012,Not Specified,21,676.69,Regular Air,1.99,Yukon,Consumer,Technology,Computer Peripherals,Small Pack,10/4/2012
47136,1/24/2011,Medium,18,89.99,Regular Air,1.49,Nova Scotia,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,1/26/2011
28419,10/31/2009,Low,9,133.85,Express Air,4.51,Manitoba,Consumer,Office Supplies,Storage & Organization,Small Box,11/4/2009
2915,3/30/2009,Low,41,231.26,Regular Air,0.96,Alberta,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,4/3/2009
46531,8/21/2011,Low,39,4211,Regular Air,69,Nova Scotia,Consumer,Furniture,Tables,Large Box,8/28/2011
44322,10/12/2011,Not Specified,15,600.8,Regular Air,6.22,Ontario,Home Office,Office Supplies,Storage & Organization,Small Box,10/14/2011
51524,3/14/2010,Medium,20,347.2675,Express Air,0.99,Ontario,Small Business,Technology,Telephones and Communication,Small Pack,3/16/2010
44960,5/3/2011,Low,17,31.68,Regular Air,1.99,Ontario,Consumer,Technology,Computer Peripherals,Small Pack,5/7/2011
5281,11/1/2011,High,36,4733.7,Delivery Truck,30,Manitoba,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,11/2/2011
34661,1/20/2010,Critical,26,864.16,Regular Air,19.99,New Brunswick,Corporate,Furniture,Office Furnishings,Small Box,1/22/2010
2560,9/4/2012,Critical,23,114.14,Regular Air,5.49,Ontario,Home Office,Office Supplies,Paper,Small Box,9/6/2012
56423,12/25/2011,Not Specified,4,1609.69,Regular Air,19.99,Saskachewan,Corporate,Office Supplies,Storage & Organization,Small Box,12/26/2011
5698,5/20/2009,Medium,15,297.05,Regular Air,6.32,British Columbia,Consumer,Office Supplies,Appliances,Small Box,5/21/2009
6848,9/13/2010,High,22,116.84,Regular Air,7.78,Saskachewan,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,9/14/2010
22468,6/10/2010,Not Specified,11,65.1,Regular Air,1.46,Ontario,Small Business,Office Supplies,Paper,Wrap Bag,6/11/2010
35392,2/23/2012,High,9,70.88,Regular Air,9.68,New Brunswick,Small Business,Office Supplies,Paper,Small Box,2/23/2012
42274,9/3/2011,High,23,2296.76,Regular Air,19.99,Ontario,Home Office,Technology,Computer Peripherals,Small Box,9/5/2011
51943,4/24/2009,High,13,196.04,Regular Air,7.27,Quebec,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,4/25/2009
34311,9/5/2009,High,39,132.79,Regular Air,3.97,Alberta,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,9/6/2009
32868,1/17/2009,Not Specified,39,1101.28,Regular Air,6.17,Saskachewan,Home Office,Office Supplies,Pens & Art Supplies,Small Pack,1/18/2009
33635,7/12/2009,High,5,477.76,Delivery Truck,28,Ontario,Small Business,Technology,Office Machines,Jumbo Drum,7/13/2009
5092,10/29/2011,Low,3,709.04,Delivery Truck,64.66,Nova Scotia,Consumer,Furniture,Bookcases,Jumbo Box,10/29/2011
39267,1/18/2010,High,46,1221.47,Regular Air,13.99,Saskachewan,Home Office,Office Supplies,Storage & Organization,Medium Box,1/19/2010
26464,12/11/2011,High,26,1280.65,Regular Air,22.24,Yukon,Corporate,Furniture,Office Furnishings,Large Box,12/12/2011
9701,2/27/2010,Low,9,855.865,Regular Air,2.5,Ontario,Small Business,Technology,Telephones and Communication,Small Box,3/3/2010
23106,10/20/2010,Medium,35,25313.34,Delivery Truck,16.06,New Brunswick,Corporate,Technology,Office Machines,Jumbo Drum,10/22/2010
17858,9/25/2010,Medium,46,1048.39,Express Air,7.58,Ontario,Consumer,Furniture,Office Furnishings,Small Box,9/26/2010
34918,10/23/2009,Medium,12,2230.97,Delivery Truck,26.2,Ontario,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,10/24/2009
30567,1/14/2009,Not Specified,8,733.55,Regular Air,19.99,Saskachewan,Small Business,Office Supplies,Envelopes,Small Box,1/15/2009
30913,9/22/2012,Medium,44,126.36,Regular Air,0.5,Alberta,Corporate,Office Supplies,Labels,Small Box,9/24/2012
25509,5/22/2009,Critical,43,212.28,Regular Air,4.95,Yukon,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,5/24/2009
24519,6/11/2011,Critical,22,127.56,Regular Air,5.63,Ontario,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,6/12/2011
59783,8/19/2010,Low,36,77.43,Regular Air,2.56,Yukon,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,8/24/2010
50983,6/28/2011,Critical,39,3063.1,Regular Air,35,Yukon,Home Office,Office Supplies,Storage & Organization,Large Box,6/29/2011
36359,11/23/2011,High,2,68.66,Regular Air,5.76,British Columbia,Corporate,Office Supplies,Paper,Small Box,11/24/2011
